Product ID,Category,Sub-Category,Product Name,Sales
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4
OFF-AR-10000658,Office Supplies,Art,Newell 324,46.2
TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98
FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9
OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518000000000001
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44
OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.9339999999999993
FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.3280000000000003
OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96
OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088
FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5
TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.80000000000001
OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904000000000002
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79
OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056
OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.015999999999998
TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57000000000001
FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.4239999999998
TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93
TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95000000000002
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688
OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3
OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.19999999999999
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.9399999999999
OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.84799999999999
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74400000000003
OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.7239999999999993
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88000000000005
OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52
OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44
OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98400000000004
OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768
OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73
OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88
OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94
OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86400000000003
TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4
OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336
TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68
OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42
OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9
OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208
FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94
OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44
TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98
OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36
OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607000000000001
OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57
OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.30000000000001
TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,26.400000000000002
OFF-LA-10003121,Office Supplies,Labels,Avery 506,28.91
TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976
OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23
OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792
TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7
TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.98400000000004
OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52
OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.90400000000001
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.37199999999999
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,97.82
TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78
OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,173.79999999999998
FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.568
FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95
OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.6299999999999
OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.98299999999998
FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79000000000002
OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86
OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.680000000000003
OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56
OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.872000000000002
OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36
OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.400000000000006
OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.344
TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.5360000000001
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84
TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.80000000000004
FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.56800000000004
OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23
OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.680000000000003
OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784000000000002
TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.96999999999997
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.93999999999994
FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.0599999999997
TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72000000000003
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.920000000000005
OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88
FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3
FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696
FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.991999999999999
OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.94999999999999
OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54
TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.76800000000003
TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894
OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304
OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96
OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75
TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96000000000004
TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98
OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784
TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944
OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.42400000000001
OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94
OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88
OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.33279999999996
OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88
TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968
OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704000000000004
FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352
OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.1880000000000002
OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.11200000000001
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199
TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.97600000000001
TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.18400000000003
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.5020000000000002
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3
OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01
TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984
TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,31.104000000000006
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68
OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48
OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84
FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,262.11
OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696
TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.96999999999997
TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792
FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",48.86
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772
OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736
OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.52800000000002
OFF-AR-10002375,Office Supplies,Art,Newell 351,22.959999999999997
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58
OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76
OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.17999999999999
TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576
OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104000000000006
OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9
OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88
OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98
OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48
TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344
OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.520000000000003
OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,141.76
TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992000000000004
TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736
OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.60000000000001
OFF-AR-10001246,Office Supplies,Art,Newell 317,5.88
OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48
OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,36.28800000000001
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184000000000001
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.919999999999998
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4
OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94
TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0
OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952000000000005
OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344
FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59000000000003
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184000000000001
FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.87200000000001
TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0
OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672000000000001
TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984
TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78
OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168000000000003
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,5.184000000000001
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.84
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16
OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.93999999999994
TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99
OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0
OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.96
OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076
OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36
OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.472
OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84
OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.10399999999998
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44000000000005
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6
OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64
OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.05600000000001
OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94
OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88
FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,31.968000000000004
OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92
OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.651999999999997
OFF-LA-10001771,Office Supplies,Labels,Avery 513,9.96
OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152
FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,977.292
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96
OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72
OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2
TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.5440000000003
TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92
OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.049999999999997
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96
TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558
OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.0200000000001
TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584
FUR-TA-10002607,Furniture,Tables,KI Conference Tables,170.13600000000002
OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37
OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672000000000004
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.9520000000001
TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816000000000003
OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74
OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7
TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984
FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292
OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427000000000003
OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.7879999999999996
TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584
OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,32.400000000000006
TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72
